enrollee_id,target
16548,0.40301880092234327
12036,0.09683991450276629
11061,0.25555190561701546
5032,0.09405484005467858
17599,0.0978170556303467
19314,0.0902377262401439
12365,0.24571872264433342
22696,0.10166808699530705
16083,0.08504034129866586
33240,0.10348817850806791
813,0.0875364247332114
1362,0.07951516933566477
3821,0.0852825029615177
26316,0.2043073940785133
29269,0.10914085934995464
22524,0.08775944083165728
30407,0.09984038108628569
863,0.08304322756461177
27743,0.08658030102449311
29303,0.08865962968216856
1019,0.20172702015122135
8819,0.09793029280098162
5397,0.12302268207176016
14697,0.10666383166978073
10407,0.09393402565606962
19224,0.16964031634664248
735,0.08269257429455243
14106,0.28803384465358994
858,0.08973236860676642
9061,0.09033848291821141
12775,0.08933253436340152
7964,0.11323849373605839
30781,0.10517556920556592
29346,0.170072209738284
17991,0.10124365987628957
15768,0.10512075281549141
15378,0.0850707189898177
27248,0.08492789709709798
5931,0.09010649985653871
11897,0.0811552022934984
10606,0.08316567602274778
28368,0.13294208011322273
11081,0.08059047820987424
19611,0.16234635566579494
1283,0.09118441760768682
18590,0.0736684588650161
2076,0.08012132206028237
19130,0.11317925307357189
29874,0.08611510114147736
16387,0.07497474802388289
22536,0.08961725894132563
30268,0.2643014493660531
23258,0.11643698706776812
14201,0.1261171529576689
10551,0.154935886268606
28787,0.1612903795547637
23340,0.3101246611730137
26020,0.12774282176354043
22989,0.09526996597584522
14594,0.1190188921833066
10127,0.1073059420400611
18684,0.08923787294416538
20163,0.15217519651985797
997,0.10587090723104779
32505,0.30909271815931527
28948,0.16951528074248617
19793,0.09775393307990386
22487,0.11204125913252316
28765,0.11179912369919222
28078,0.10045834327410169
3780,0.10577500820946215
15396,0.15073489444417146
31167,0.08719053158632634
8834,0.1958896242530439
12051,0.1271161411429155
29453,0.23703669975401045
4305,0.16826770638048016
28298,0.10947646631457947
33189,0.10732700541156155
6611,0.09343545683152792
4763,0.22801974208337097
11459,0.08536661967872168
4870,0.09572527281623251
12630,0.09046898040748283
29618,0.07985008936252214
30033,0.1141828630072988
25404,0.12220224580668662
5522,0.12090692561414217
13026,0.17967973193709952
14788,0.14177988682784867
8450,0.15520644432985636
15425,0.09822512280665731
17221,0.33494907889237346
32535,0.1608006504188926
3356,0.10240882387214655
6938,0.09666012303742014
25715,0.08899537619366875
25064,0.13480542769339462
29805,0.09541336634197226
20608,0.26510726365428305
32283,0.08631489422058576
17793,0.15409221145678414
1525,0.09775137645358678
3579,0.14912779561243467
1704,0.0797988466320513
16657,0.13261398228742818
21066,0.1205587619688581
32817,0.08473979913416872
24938,0.11549975653009645
2837,0.27077364961419176
1157,0.11156431602080649
33154,0.18658273900266262
27434,0.12375436831396472
15056,0.08982069537701025
2555,0.11906641087277574
19701,0.08404523988981814
25529,0.07807114104951907
17070,0.1264837971411809
26053,0.0769343964493635
30684,0.08573847322889595
2815,0.11815649067635473
31291,0.07848567169325876
26903,0.09843852272010847
32889,0.15774775123930515
20873,0.17297333471710513
27921,0.14765328291113072
16150,0.08822146091058664
31345,0.08716502836334022
13375,0.1426012906792159
12369,0.1726446915779238
30180,0.0864842154230001
33355,0.07879956422841398
2417,0.09201590679718587
30481,0.10469716622124448
5540,0.10006635725555929
32713,0.14924991819842537
263,0.18245019550047836
20373,0.13688561028605514
4991,0.1287277630459775
24045,0.19464224226382604
17697,0.10434960175910653
30866,0.10394980994284092
12996,0.19507154968321
25973,0.0826064427397836
18035,0.2636329983675771
8980,0.08891128284793216
6515,0.22608298145701308
24754,0.09851692190055272
3901,0.09059810560962676
8499,0.20165629980066274
6139,0.11601470817316532
31696,0.08216644335523547
24611,0.07120694991327074
18882,0.10206278246219197
11713,0.28076407063130104
7027,0.10280031573808297
23513,0.08040411027708874
3013,0.17757468477751556
11584,0.13153451945484665
24451,0.09667644439468966
17738,0.17183007820544996
30028,0.16187878678754558
9366,0.2217175495224146
25896,0.08895853764372026
29281,0.13490633900981064
31222,0.09910485593908341
11790,0.18489837512941498
15533,0.20808207444962354
10055,0.1331523661204067
32053,0.23196050314209557
9977,0.13013241855668156
30111,0.14849537377424002
20140,0.21145795728389596
24780,0.14167958125637567
33097,0.08457444076167409
1312,0.0933012936189658
8694,0.08899720369356752
14127,0.10094899922564628
29904,0.09660922566629247
29099,0.08234821879644719
18616,0.09704343893307796
31040,0.2239697815628593
28643,0.15297177225847475
7132,0.20588956236295491
30579,0.08144058459424228
19419,0.13188939242990594
7835,0.13669777754805926
11957,0.0931794891717313
20303,0.10696555026789731
20120,0.08466915826882841
24434,0.10475935242295599
25972,0.0687573945007952
10442,0.10238152310072461
24285,0.2618122250143573
8925,0.17779576682722503
26227,0.09039937608805396
15960,0.08520095938744415
28482,0.13947541257270837
23555,0.10248568037178941
10319,0.08798108282047803
9717,0.14579247036824045
24606,0.25702152255332344
4545,0.09072914873815766
30371,0.14687870860593477
10309,0.13864937039230585
11076,0.09720717267214987
14411,0.3057563409811883
18403,0.097204526839547
30763,0.2547212647384176
10772,0.07938797235705101
10597,0.09230663511336487
6940,0.08269046807393604
14149,0.25248697525380775
30682,0.11315548925380811
33089,0.08523365692728696
28300,0.1832024557297497
28024,0.09128530766731803
15923,0.11902338071677025
23021,0.09073418965390906
9271,0.15711679187253125
24649,0.1618896278629835
25717,0.10134950197033188
21247,0.1621512300972262
2302,0.09249832980904929
32609,0.14419747153771909
27506,0.0862889793401005
30403,0.15256121606288828
6612,0.08773932763466073
14011,0.09394858457971625
22398,0.08329436380022184
13659,0.10232727540505492
7087,0.12507817681879624
33044,0.16947251860112533
